mapping_id,source_account,target_account,source_type,target_type,confidence,mapping_method,is_validated
1095,SRC_Account_1095,TGT_Account_1095,Liability,Expense,0.786,manual,True
1096,SRC_Account_1096,TGT_Account_1096,Asset,Revenue,0.619,semantic,True
1097,SRC_Account_1097,TGT_Account_1097,Expense,Asset,0.633,semantic,True
1098,SRC_Account_1098,TGT_Account_1098,Revenue,Liability,0.756,semantic,True
1099,SRC_Account_1099,TGT_Account_1099,Asset,Asset,0.703,rule_based,True
1100,SRC_Account_1100,TGT_Account_1100,Equity,Liability,0.668,rule_based,True
1101,SRC_Account_1101,TGT_Account_1101,Equity,Liability,0.981,semantic,True
1102,SRC_Account_1102,TGT_Account_1102,Equity,Asset,0.678,exact,True
1103,SRC_Account_1103,TGT_Account_1103,Expense,Asset,0.984,exact,True
1104,SRC_Account_1104,TGT_Account_1104,Asset,Equity,0.904,semantic,True
1105,SRC_Account_1105,TGT_Account_1105,Liability,Revenue,0.856,rule_based,True
1106,SRC_Account_1106,TGT_Account_1106,Asset,Liability,0.87,semantic,True
1107,SRC_Account_1107,TGT_Account_1107,Liability,Expense,0.733,exact,True
1108,SRC_Account_1108,TGT_Account_1108,Expense,Liability,0.859,exact,True
1109,SRC_Account_1109,TGT_Account_1109,Expense,Expense,0.675,semantic,True
1110,SRC_Account_1110,TGT_Account_1110,Asset,Liability,0.975,rule_based,True
1111,SRC_Account_1111,TGT_Account_1111,Revenue,Equity,0.721,exact,False
1112,SRC_Account_1112,TGT_Account_1112,Liability,Revenue,0.702,semantic,True
1113,SRC_Account_1113,TGT_Account_1113,Asset,Asset,,rule_based,True
1114,SRC_Account_1114,TGT_Account_1114,Liability,Expense,0.863,manual,True
1115,SRC_Account_1115,TGT_Account_1115,Asset,Liability,0.781,exact,False
1116,SRC_Account_1116,TGT_Account_1116,Equity,Equity,0.853,manual,False
1117,SRC_Account_1117,TGT_Account_1117,Expense,Revenue,,semantic,True
1118,SRC_Account_1118,TGT_Account_1118,Equity,Revenue,0.869,rule_based,True
1119,SRC_Account_1119,TGT_Account_1119,Revenue,Asset,0.708,exact,True
1120,SRC_Account_1120,TGT_Account_1120,Equity,Expense,0.709,semantic,True
1121,SRC_Account_1121,TGT_Account_1121,Asset,Revenue,0.665,semantic,True
1122,SRC_Account_1122,TGT_Account_1122,Asset,Expense,0.733,exact,True
1123,SRC_Account_1123,TGT_Account_1123,Liability,Equity,0.733,semantic,False
1124,SRC_Account_1124,TGT_Account_1124,Liability,Revenue,0.782,semantic,False
1125,SRC_Account_1125,TGT_Account_1125,Expense,Equity,0.676,semantic,True
1126,SRC_Account_1126,TGT_Account_1126,Expense,Revenue,0.677,exact,False
1127,SRC_Account_1127,TGT_Account_1127,Expense,Asset,0.817,semantic,True
1128,SRC_Account_1128,TGT_Account_1128,Revenue,Expense,0.652,exact,True
1129,SRC_Account_1129,TGT_Account_1129,Equity,Equity,0.876,manual,False
1130,SRC_Account_1130,TGT_Account_1130,Revenue,Revenue,,manual,True
1131,SRC_Account_1131,TGT_Account_1131,Equity,Liability,0.771,exact,True
1132,SRC_Account_1132,TGT_Account_1132,Revenue,Equity,0.96,exact,True
1133,SRC_Account_1133,TGT_Account_1133,Revenue,Revenue,0.639,exact,True
1134,SRC_Account_1134,TGT_Account_1134,Revenue,Asset,0.617,semantic,True
1135,SRC_Account_1135,TGT_Account_1135,Revenue,Revenue,0.889,rule_based,True
1136,SRC_Account_1136,TGT_Account_1136,Asset,Asset,0.904,semantic,True
1137,SRC_Account_1137,TGT_Account_1137,Revenue,Equity,0.937,exact,True
1138,SRC_Account_1138,TGT_Account_1138,Liability,Equity,0.623,exact,True
1139,SRC_Account_1139,TGT_Account_1139,Revenue,Equity,0.911,exact,False
1140,SRC_Account_1140,TGT_Account_1140,Equity,Equity,0.751,rule_based,True
1141,SRC_Account_1141,TGT_Account_1141,Expense,Equity,0.721,semantic,True
1142,SRC_Account_1142,TGT_Account_1142,Liability,Expense,0.669,semantic,False
1143,SRC_Account_1143,TGT_Account_1143,Expense,Equity,0.998,exact,False
1144,SRC_Account_1144,TGT_Account_1144,Expense,Equity,0.625,manual,True
1145,SRC_Account_1145,TGT_Account_1145,Liability,Revenue,0.931,exact,False
1146,SRC_Account_1146,TGT_Account_1146,Equity,Equity,0.856,rule_based,False
1147,SRC_Account_1147,TGT_Account_1147,Equity,Liability,0.894,rule_based,True
1148,SRC_Account_1148,TGT_Account_1148,Revenue,Expense,0.885,semantic,False
1149,SRC_Account_1149,TGT_Account_1149,Revenue,Expense,0.943,rule_based,False
1150,SRC_Account_1150,TGT_Account_1150,Expense,Liability,0.674,exact,True
1151,SRC_Account_1151,TGT_Account_1151,Liability,Revenue,0.6,semantic,True
1152,SRC_Account_1152,TGT_Account_1152,Equity,Liability,0.839,exact,False
1153,SRC_Account_1153,TGT_Account_1153,Equity,Revenue,0.742,semantic,False
1154,SRC_Account_1154,TGT_Account_1154,Expense,Revenue,0.65,exact,True
1155,SRC_Account_1155,TGT_Account_1155,Liability,Asset,0.674,exact,False
1156,SRC_Account_1156,TGT_Account_1156,Equity,Expense,0.733,exact,False
1157,SRC_Account_1157,TGT_Account_1157,Asset,Expense,0.628,exact,False
1158,SRC_Account_1158,TGT_Account_1158,Expense,Expense,0.623,semantic,False
1159,SRC_Account_1159,TGT_Account_1159,Liability,Revenue,0.966,semantic,True
1160,SRC_Account_1160,TGT_Account_1160,Liability,Expense,0.725,exact,True
1161,SRC_Account_1161,TGT_Account_1161,Equity,Asset,0.993,manual,True
1162,SRC_Account_1162,TGT_Account_1162,Equity,Expense,0.986,manual,True
1163,SRC_Account_1163,TGT_Account_1163,Expense,Revenue,0.657,exact,True
1164,SRC_Account_1164,TGT_Account_1164,Equity,Liability,0.886,semantic,False
1165,SRC_Account_1165,TGT_Account_1165,Equity,Asset,0.84,semantic,False
1166,SRC_Account_1166,TGT_Account_1166,Asset,Equity,0.876,rule_based,True
1167,SRC_Account_1167,TGT_Account_1167,Asset,Revenue,0.638,exact,False
1168,SRC_Account_1168,TGT_Account_1168,Liability,Liability,0.675,rule_based,True
1169,SRC_Account_1169,TGT_Account_1169,Expense,Liability,0.631,exact,True
1170,SRC_Account_1170,TGT_Account_1170,Expense,Revenue,0.842,exact,True
1171,SRC_Account_1171,TGT_Account_1171,Revenue,Revenue,0.995,rule_based,True
1172,SRC_Account_1172,TGT_Account_1172,Revenue,Expense,0.869,semantic,True
1173,SRC_Account_1173,TGT_Account_1173,Liability,Equity,0.884,rule_based,False
1174,SRC_Account_1174,TGT_Account_1174,Asset,Liability,0.994,exact,True
1175,SRC_Account_1175,TGT_Account_1175,Asset,Expense,0.871,exact,True
1176,SRC_Account_1176,TGT_Account_1176,Liability,Equity,0.616,exact,True
1177,SRC_Account_1177,TGT_Account_1177,Liability,Revenue,0.947,exact,True
1178,SRC_Account_1178,TGT_Account_1178,Asset,Liability,0.746,exact,False
1179,SRC_Account_1179,TGT_Account_1179,Liability,Liability,0.602,semantic,False
1180,SRC_Account_1180,TGT_Account_1180,Asset,Asset,0.803,semantic,True
1181,SRC_Account_1181,TGT_Account_1181,Revenue,Liability,0.975,semantic,True
1182,SRC_Account_1182,TGT_Account_1182,Expense,Asset,0.703,exact,True
1183,SRC_Account_1183,TGT_Account_1183,Revenue,Revenue,0.797,exact,True
1184,SRC_Account_1184,TGT_Account_1184,Equity,Asset,0.67,semantic,True
1185,SRC_Account_1185,TGT_Account_1185,Equity,Revenue,0.623,exact,True
1186,SRC_Account_1186,TGT_Account_1186,Liability,Expense,0.632,rule_based,True
1187,SRC_Account_1187,TGT_Account_1187,Asset,Revenue,0.891,exact,True
1188,SRC_Account_1188,TGT_Account_1188,Equity,Equity,0.946,semantic,True
1189,SRC_Account_1189,TGT_Account_1189,Equity,Asset,0.657,rule_based,True
1190,SRC_Account_1190,TGT_Account_1190,Asset,Expense,0.715,semantic,True
1191,SRC_Account_1191,TGT_Account_1191,Equity,Asset,0.678,semantic,True
1192,SRC_Account_1192,TGT_Account_1192,Liability,Revenue,0.611,semantic,True
1193,SRC_Account_1193,TGT_Account_1193,Asset,Liability,0.821,exact,True
1194,SRC_Account_1194,TGT_Account_1194,Revenue,Asset,0.88,semantic,True
1195,SRC_Account_1195,TGT_Account_1195,Equity,Revenue,0.859,rule_based,False
1196,SRC_Account_1196,TGT_Account_1196,Revenue,Asset,0.755,manual,False
1197,SRC_Account_1197,TGT_Account_1197,Revenue,Liability,0.822,semantic,True
1198,SRC_Account_1198,TGT_Account_1198,Expense,Expense,0.638,exact,False
1199,SRC_Account_1199,TGT_Account_1199,Expense,Expense,0.662,rule_based,False
1200,SRC_Account_1200,TGT_Account_1200,Revenue,Liability,0.973,semantic,True
1201,SRC_Account_1201,TGT_Account_1201,Expense,Expense,0.905,exact,True
1202,SRC_Account_1202,TGT_Account_1202,Equity,Expense,0.969,exact,True
1203,SRC_Account_1203,TGT_Account_1203,Expense,Equity,0.967,exact,True
1204,SRC_Account_1204,TGT_Account_1204,Revenue,Expense,0.86,semantic,False
1205,SRC_Account_1205,TGT_Account_1205,Revenue,Liability,,exact,True
1206,SRC_Account_1206,TGT_Account_1206,Expense,Revenue,0.767,exact,True
1207,SRC_Account_1207,TGT_Account_1207,Equity,Expense,0.601,exact,True
1208,SRC_Account_1208,TGT_Account_1208,Revenue,Expense,0.625,manual,True
1209,SRC_Account_1209,TGT_Account_1209,Liability,Equity,0.644,exact,True
1210,SRC_Account_1210,TGT_Account_1210,Expense,Liability,0.638,exact,True
1211,SRC_Account_1211,TGT_Account_1211,Revenue,Equity,0.741,semantic,True
1212,SRC_Account_1212,TGT_Account_1212,Revenue,Liability,0.881,exact,False
1213,SRC_Account_1213,TGT_Account_1213,Equity,Liability,0.916,manual,True
1214,SRC_Account_1214,TGT_Account_1214,Expense,Expense,0.836,manual,True
1215,SRC_Account_1215,TGT_Account_1215,Asset,Equity,0.659,semantic,False
1216,SRC_Account_1216,TGT_Account_1216,Asset,Liability,0.899,semantic,True
1217,SRC_Account_1217,TGT_Account_1217,Equity,Asset,0.742,exact,True
1218,SRC_Account_1218,TGT_Account_1218,Revenue,Expense,0.605,exact,False
1219,SRC_Account_1219,TGT_Account_1219,Expense,Expense,0.712,exact,True
1220,SRC_Account_1220,TGT_Account_1220,Equity,Equity,0.732,exact,True
1221,SRC_Account_1221,TGT_Account_1221,Revenue,Revenue,0.71,exact,True
1222,SRC_Account_1222,TGT_Account_1222,Equity,Asset,0.925,semantic,True
1223,SRC_Account_1223,TGT_Account_1223,Expense,Revenue,0.904,exact,True
1224,SRC_Account_1224,TGT_Account_1224,Revenue,Revenue,0.878,exact,True
1225,SRC_Account_1225,TGT_Account_1225,Equity,Revenue,0.656,semantic,True
1226,SRC_Account_1226,TGT_Account_1226,Expense,Revenue,0.923,semantic,True
1227,SRC_Account_1227,TGT_Account_1227,Asset,Equity,0.871,exact,True
1228,SRC_Account_1228,TGT_Account_1228,Expense,Liability,0.678,exact,True
1229,SRC_Account_1229,TGT_Account_1229,Asset,Revenue,0.859,exact,True
1230,SRC_Account_1230,TGT_Account_1230,Liability,Expense,0.793,exact,False
1231,SRC_Account_1231,TGT_Account_1231,Expense,Expense,0.776,rule_based,True
1232,SRC_Account_1232,TGT_Account_1232,Revenue,Liability,0.645,manual,True
1233,SRC_Account_1233,TGT_Account_1233,Expense,Liability,0.807,semantic,True
1234,SRC_Account_1234,TGT_Account_1234,Revenue,Asset,0.64,semantic,True
1235,SRC_Account_1235,TGT_Account_1235,Revenue,Equity,0.666,rule_based,True
1236,SRC_Account_1236,TGT_Account_1236,Liability,Equity,0.653,semantic,False
1237,SRC_Account_1237,TGT_Account_1237,Asset,Liability,0.982,exact,True
1238,SRC_Account_1238,TGT_Account_1238,Asset,Expense,0.714,exact,True
1239,SRC_Account_1239,TGT_Account_1239,Liability,Expense,0.742,semantic,True
1240,SRC_Account_1240,TGT_Account_1240,Asset,Asset,0.729,semantic,False
1241,SRC_Account_1241,TGT_Account_1241,Equity,Revenue,0.959,exact,True
1242,SRC_Account_1242,TGT_Account_1242,Revenue,Liability,0.825,exact,True
1243,SRC_Account_1243,TGT_Account_1243,Expense,Expense,0.968,exact,False
1244,SRC_Account_1244,TGT_Account_1244,Equity,Equity,0.72,exact,False
1245,SRC_Account_1245,TGT_Account_1245,Expense,Revenue,0.646,semantic,True
1246,SRC_Account_1246,TGT_Account_1246,Expense,Liability,0.822,semantic,False
1247,SRC_Account_1247,TGT_Account_1247,Expense,Equity,0.738,semantic,False
1248,SRC_Account_1248,TGT_Account_1248,Equity,Asset,0.921,exact,True
1249,SRC_Account_1249,TGT_Account_1249,Liability,Asset,0.952,exact,False
1250,SRC_Account_1250,TGT_Account_1250,Expense,Liability,0.789,rule_based,True
1251,SRC_Account_1251,TGT_Account_1251,Liability,Liability,0.989,semantic,True
1252,SRC_Account_1252,TGT_Account_1252,Equity,Revenue,0.821,exact,True
1253,SRC_Account_1253,TGT_Account_1253,Asset,Expense,,exact,False
1254,SRC_Account_1254,TGT_Account_1254,Revenue,Liability,0.796,rule_based,True
1255,SRC_Account_1255,TGT_Account_1255,Revenue,Liability,0.615,rule_based,True
1256,SRC_Account_1256,TGT_Account_1256,Asset,Asset,0.922,rule_based,True
1257,SRC_Account_1257,TGT_Account_1257,Liability,Asset,0.641,semantic,True
1258,SRC_Account_1258,TGT_Account_1258,Equity,Asset,0.723,semantic,False
1259,SRC_Account_1259,TGT_Account_1259,Equity,Equity,,semantic,False
1260,SRC_Account_1260,TGT_Account_1260,Expense,Equity,0.617,exact,True
1261,SRC_Account_1261,TGT_Account_1261,Liability,Equity,0.632,semantic,False
1262,SRC_Account_1262,TGT_Account_1262,Expense,Equity,,semantic,False
1263,SRC_Account_1263,TGT_Account_1263,Equity,Revenue,0.629,exact,True
1264,SRC_Account_1264,TGT_Account_1264,Expense,Expense,0.791,rule_based,True
1265,SRC_Account_1265,TGT_Account_1265,Liability,Equity,0.735,exact,True
1266,SRC_Account_1266,TGT_Account_1266,Asset,Revenue,0.691,exact,True
1267,SRC_Account_1267,TGT_Account_1267,Asset,Revenue,0.676,exact,True
1268,SRC_Account_1268,TGT_Account_1268,Liability,Revenue,0.905,rule_based,True
1269,SRC_Account_1269,TGT_Account_1269,Expense,Asset,,manual,False
1270,SRC_Account_1270,TGT_Account_1270,Asset,Expense,0.656,semantic,True
1271,SRC_Account_1271,TGT_Account_1271,Liability,Asset,0.984,manual,False
1272,SRC_Account_1272,TGT_Account_1272,Asset,Revenue,0.838,rule_based,False
1273,SRC_Account_1273,TGT_Account_1273,Expense,Revenue,0.857,rule_based,True
1274,SRC_Account_1274,TGT_Account_1274,Revenue,Equity,0.884,rule_based,True
1275,SRC_Account_1275,TGT_Account_1275,Revenue,Equity,0.882,exact,False
1276,SRC_Account_1276,TGT_Account_1276,Revenue,Equity,0.928,rule_based,False
1277,SRC_Account_1277,TGT_Account_1277,Revenue,Asset,0.793,semantic,True
1278,SRC_Account_1278,TGT_Account_1278,Revenue,Liability,0.813,rule_based,True
1279,SRC_Account_1279,TGT_Account_1279,Asset,Expense,0.73,exact,True
1280,SRC_Account_1280,TGT_Account_1280,Expense,Revenue,0.642,rule_based,False
1281,SRC_Account_1281,TGT_Account_1281,Revenue,Asset,0.866,manual,False
1282,SRC_Account_1282,TGT_Account_1282,Revenue,Asset,0.613,exact,True
1283,SRC_Account_1283,TGT_Account_1283,Liability,Expense,0.71,manual,True
1284,SRC_Account_1284,TGT_Account_1284,Expense,Equity,0.638,exact,True
1285,SRC_Account_1285,TGT_Account_1285,Liability,Equity,0.676,exact,False
1286,SRC_Account_1286,TGT_Account_1286,Asset,Equity,0.855,exact,False
1287,SRC_Account_1287,TGT_Account_1287,Expense,Asset,0.851,rule_based,False
1288,SRC_Account_1288,TGT_Account_1288,Liability,Liability,0.768,semantic,True
1289,SRC_Account_1289,TGT_Account_1289,Asset,Asset,0.636,exact,True
1290,SRC_Account_1290,TGT_Account_1290,Revenue,Asset,0.773,semantic,True
1291,SRC_Account_1291,TGT_Account_1291,Liability,Revenue,0.741,exact,True
1292,SRC_Account_1292,TGT_Account_1292,Expense,Equity,0.888,semantic,True
1293,SRC_Account_1293,TGT_Account_1293,Equity,Liability,0.832,rule_based,False
1294,SRC_Account_1294,TGT_Account_1294,Asset,Liability,0.797,semantic,True
1295,SRC_Account_1295,TGT_Account_1295,Expense,Asset,0.795,rule_based,True
1296,SRC_Account_1296,TGT_Account_1296,Equity,Revenue,0.987,semantic,False
1297,SRC_Account_1297,TGT_Account_1297,Liability,Liability,0.903,manual,True
1298,SRC_Account_1298,TGT_Account_1298,Revenue,Expense,0.799,exact,True
1299,SRC_Account_1299,TGT_Account_1299,Equity,Equity,0.792,exact,False
1300,SRC_Account_1300,TGT_Account_1300,Asset,Expense,0.611,exact,True
1301,SRC_Account_1301,TGT_Account_1301,Revenue,Revenue,0.977,semantic,True
1302,SRC_Account_1302,TGT_Account_1302,Equity,Liability,0.728,semantic,True
1303,SRC_Account_1303,TGT_Account_1303,Revenue,Revenue,0.702,rule_based,False
1304,SRC_Account_1304,TGT_Account_1304,Expense,Liability,1.0,exact,True
1305,SRC_Account_1305,TGT_Account_1305,Revenue,Asset,0.887,exact,True
1306,SRC_Account_1306,TGT_Account_1306,Revenue,Liability,0.619,semantic,True
1307,SRC_Account_1307,TGT_Account_1307,Liability,Liability,0.625,manual,True
1308,SRC_Account_1308,TGT_Account_1308,Liability,Asset,0.61,exact,False
1309,SRC_Account_1309,TGT_Account_1309,Equity,Asset,0.84,exact,True
1310,SRC_Account_1310,TGT_Account_1310,Expense,Expense,0.629,exact,True
1311,SRC_Account_1311,TGT_Account_1311,Equity,Equity,0.973,semantic,True
1312,SRC_Account_1312,TGT_Account_1312,Liability,Equity,0.975,exact,True
1313,SRC_Account_1313,TGT_Account_1313,Revenue,Expense,0.818,exact,True
1314,SRC_Account_1314,TGT_Account_1314,Expense,Liability,0.847,semantic,True
1315,SRC_Account_1315,TGT_Account_1315,Expense,Equity,0.717,exact,True
1316,SRC_Account_1316,TGT_Account_1316,Liability,Expense,0.626,exact,True
1317,SRC_Account_1317,TGT_Account_1317,Revenue,Revenue,0.895,exact,False
1318,SRC_Account_1318,TGT_Account_1318,Equity,Liability,0.641,manual,False
1319,SRC_Account_1319,TGT_Account_1319,Equity,Liability,0.634,semantic,True
1320,SRC_Account_1320,TGT_Account_1320,Liability,Asset,0.724,exact,True
1321,SRC_Account_1321,TGT_Account_1321,Asset,Asset,0.605,exact,True
1322,SRC_Account_1322,TGT_Account_1322,Liability,Asset,0.774,semantic,True
1323,SRC_Account_1323,TGT_Account_1323,Equity,Revenue,0.883,rule_based,True
1324,SRC_Account_1324,TGT_Account_1324,Expense,Revenue,0.921,exact,False
1325,SRC_Account_1325,TGT_Account_1325,Expense,Liability,0.842,exact,False
1326,SRC_Account_1326,TGT_Account_1326,Asset,Revenue,0.939,exact,True
1327,SRC_Account_1327,TGT_Account_1327,Revenue,Liability,0.763,semantic,False
1328,SRC_Account_1328,TGT_Account_1328,Asset,Liability,0.94,manual,True
1329,SRC_Account_1329,TGT_Account_1329,Revenue,Liability,0.803,semantic,True
1330,SRC_Account_1330,TGT_Account_1330,Liability,Expense,0.689,exact,True
1331,SRC_Account_1331,TGT_Account_1331,Equity,Revenue,0.978,rule_based,True
1332,SRC_Account_1332,TGT_Account_1332,Revenue,Expense,0.71,rule_based,False
1333,SRC_Account_1333,TGT_Account_1333,Equity,Liability,,exact,True
1334,SRC_Account_1334,TGT_Account_1334,Expense,Expense,0.697,exact,True
1335,SRC_Account_1335,TGT_Account_1335,Equity,Asset,0.747,exact,True
1336,SRC_Account_1336,TGT_Account_1336,Expense,Liability,0.741,rule_based,False
1337,SRC_Account_1337,TGT_Account_1337,Revenue,Equity,0.81,semantic,True
1338,SRC_Account_1338,TGT_Account_1338,Liability,Asset,0.953,semantic,True
1339,SRC_Account_1339,TGT_Account_1339,Revenue,Expense,0.717,rule_based,True
1340,SRC_Account_1340,TGT_Account_1340,Equity,Expense,0.808,exact,False
1341,SRC_Account_1341,TGT_Account_1341,Equity,Equity,0.736,exact,True
1342,SRC_Account_1342,TGT_Account_1342,Asset,Liability,0.929,exact,True
1343,SRC_Account_1343,TGT_Account_1343,Asset,Asset,0.663,rule_based,False
1344,SRC_Account_1344,TGT_Account_1344,Equity,Revenue,0.641,semantic,True
1345,SRC_Account_1345,TGT_Account_1345,Asset,Equity,0.801,exact,True
1346,SRC_Account_1346,TGT_Account_1346,Expense,Revenue,0.869,exact,True
1347,SRC_Account_1347,TGT_Account_1347,Expense,Revenue,0.918,rule_based,True
1348,SRC_Account_1348,TGT_Account_1348,Revenue,Asset,0.836,rule_based,True
1349,SRC_Account_1349,TGT_Account_1349,Revenue,Asset,0.91,semantic,True
1350,SRC_Account_1350,TGT_Account_1350,Equity,Revenue,,exact,True
1351,SRC_Account_1351,TGT_Account_1351,Asset,Asset,0.613,manual,True
1352,SRC_Account_1352,TGT_Account_1352,Liability,Expense,0.646,rule_based,True
1353,SRC_Account_1353,TGT_Account_1353,Equity,Asset,0.615,semantic,False
1354,SRC_Account_1354,TGT_Account_1354,Expense,Revenue,0.732,semantic,True
1355,SRC_Account_1355,TGT_Account_1355,Liability,Expense,0.798,manual,True
1356,SRC_Account_1356,TGT_Account_1356,Equity,Expense,0.743,manual,True
1357,SRC_Account_1357,TGT_Account_1357,Liability,Asset,0.824,semantic,False
1358,SRC_Account_1358,TGT_Account_1358,Asset,Expense,0.792,semantic,True
1359,SRC_Account_1359,TGT_Account_1359,Asset,Asset,0.871,exact,True
1360,SRC_Account_1360,TGT_Account_1360,Liability,Equity,0.867,rule_based,True
1361,SRC_Account_1361,TGT_Account_1361,Asset,Liability,0.727,semantic,True
1362,SRC_Account_1362,TGT_Account_1362,Asset,Revenue,0.738,exact,False
1363,SRC_Account_1363,TGT_Account_1363,Liability,Asset,0.834,exact,False
1364,SRC_Account_1364,TGT_Account_1364,Liability,Expense,0.839,manual,False
1365,SRC_Account_1365,TGT_Account_1365,Equity,Asset,0.726,rule_based,True
1366,SRC_Account_1366,TGT_Account_1366,Asset,Revenue,0.732,manual,True
1367,SRC_Account_1367,TGT_Account_1367,Liability,Revenue,0.878,semantic,True
1368,SRC_Account_1368,TGT_Account_1368,Equity,Liability,0.859,rule_based,False
1369,SRC_Account_1369,TGT_Account_1369,Expense,Equity,0.654,rule_based,False
1370,SRC_Account_1370,TGT_Account_1370,Revenue,Equity,0.776,exact,False
1371,SRC_Account_1371,TGT_Account_1371,Expense,Expense,,exact,True
1372,SRC_Account_1372,TGT_Account_1372,Liability,Liability,0.615,manual,False
1373,SRC_Account_1373,TGT_Account_1373,Equity,Liability,0.942,exact,True
1374,SRC_Account_1374,TGT_Account_1374,Equity,Equity,0.665,semantic,False
1375,SRC_Account_1375,TGT_Account_1375,Expense,Revenue,0.803,semantic,True
1376,SRC_Account_1376,TGT_Account_1376,Expense,Equity,0.77,semantic,True
1377,SRC_Account_1377,TGT_Account_1377,Expense,Liability,0.604,exact,True
1378,SRC_Account_1378,TGT_Account_1378,Revenue,Equity,0.966,rule_based,False
1379,SRC_Account_1379,TGT_Account_1379,Equity,Expense,0.782,exact,True
1380,SRC_Account_1380,TGT_Account_1380,Equity,Liability,0.982,rule_based,True
1381,SRC_Account_1381,TGT_Account_1381,Expense,Expense,0.715,exact,True
1382,SRC_Account_1382,TGT_Account_1382,Liability,Revenue,0.947,semantic,True
1383,SRC_Account_1383,TGT_Account_1383,Liability,Expense,0.969,rule_based,False
1384,SRC_Account_1384,TGT_Account_1384,Expense,Expense,0.823,exact,True
1385,SRC_Account_1385,TGT_Account_1385,Liability,Expense,0.681,exact,True
1386,SRC_Account_1386,TGT_Account_1386,Liability,Liability,0.874,rule_based,False
1387,SRC_Account_1387,TGT_Account_1387,Equity,Revenue,0.82,exact,True
1388,SRC_Account_1388,TGT_Account_1388,Liability,Revenue,0.978,exact,True
1389,SRC_Account_1389,TGT_Account_1389,Expense,Liability,0.776,semantic,True
1390,SRC_Account_1390,TGT_Account_1390,Expense,Revenue,0.707,manual,True
1391,SRC_Account_1391,TGT_Account_1391,Liability,Expense,0.655,semantic,True
1392,SRC_Account_1392,TGT_Account_1392,Equity,Revenue,0.879,exact,True
1393,SRC_Account_1393,TGT_Account_1393,Expense,Asset,0.99,manual,True
1394,SRC_Account_1394,TGT_Account_1394,Revenue,Asset,0.611,semantic,False
1395,SRC_Account_1395,TGT_Account_1395,Liability,Asset,0.896,semantic,False
1396,SRC_Account_1396,TGT_Account_1396,Equity,Revenue,0.971,semantic,False
1397,SRC_Account_1397,TGT_Account_1397,Revenue,Equity,0.63,exact,True
1398,SRC_Account_1398,TGT_Account_1398,Revenue,Expense,0.644,exact,True
1399,SRC_Account_1399,TGT_Account_1399,Asset,Revenue,0.877,semantic,False
1400,SRC_Account_1400,TGT_Account_1400,Liability,Asset,0.859,exact,False
1401,SRC_Account_1401,TGT_Account_1401,Expense,Expense,0.628,semantic,True
1402,SRC_Account_1402,TGT_Account_1402,Liability,Expense,0.934,exact,True
1403,SRC_Account_1403,TGT_Account_1403,Liability,Asset,0.809,exact,True
1404,SRC_Account_1404,TGT_Account_1404,Liability,Asset,0.963,exact,True
1405,SRC_Account_1405,TGT_Account_1405,Asset,Liability,,semantic,True
1406,SRC_Account_1406,TGT_Account_1406,Asset,Liability,0.925,rule_based,True
1407,SRC_Account_1407,TGT_Account_1407,Liability,Liability,0.806,exact,False
1408,SRC_Account_1408,TGT_Account_1408,Expense,Revenue,0.701,exact,True
1409,SRC_Account_1409,TGT_Account_1409,Asset,Revenue,0.802,exact,True
1410,SRC_Account_1410,TGT_Account_1410,Liability,Equity,0.64,rule_based,True
1411,SRC_Account_1411,TGT_Account_1411,Asset,Asset,0.864,exact,False
1412,SRC_Account_1412,TGT_Account_1412,Equity,Expense,0.654,rule_based,False
1413,SRC_Account_1413,TGT_Account_1413,Liability,Liability,0.804,exact,True
1414,SRC_Account_1414,TGT_Account_1414,Revenue,Asset,0.622,exact,True
1415,SRC_Account_1415,TGT_Account_1415,Equity,Equity,0.72,rule_based,True
1416,SRC_Account_1416,TGT_Account_1416,Revenue,Equity,0.693,semantic,False
1417,SRC_Account_1417,TGT_Account_1417,Revenue,Equity,0.848,exact,True
1418,SRC_Account_1418,TGT_Account_1418,Equity,Expense,0.915,manual,False
1419,SRC_Account_1419,TGT_Account_1419,Expense,Asset,0.623,exact,True
1420,SRC_Account_1420,TGT_Account_1420,Equity,Liability,0.94,exact,True
1421,SRC_Account_1421,TGT_Account_1421,Expense,Equity,0.944,exact,True
1422,SRC_Account_1422,TGT_Account_1422,Expense,Revenue,0.737,semantic,True
1423,SRC_Account_1423,TGT_Account_1423,Equity,Revenue,0.864,rule_based,True
1424,SRC_Account_1424,TGT_Account_1424,Revenue,Liability,0.761,exact,True
1425,SRC_Account_1425,TGT_Account_1425,Liability,Revenue,0.662,manual,False
1426,SRC_Account_1426,TGT_Account_1426,Expense,Expense,0.811,semantic,True
1427,SRC_Account_1427,TGT_Account_1427,Revenue,Equity,0.635,manual,False
1428,SRC_Account_1428,TGT_Account_1428,Expense,Liability,0.951,rule_based,True
1429,SRC_Account_1429,TGT_Account_1429,Liability,Revenue,0.97,manual,True
1430,SRC_Account_1430,TGT_Account_1430,Revenue,Liability,0.929,semantic,False
1431,SRC_Account_1431,TGT_Account_1431,Equity,Liability,0.825,exact,False
1432,SRC_Account_1432,TGT_Account_1432,Asset,Revenue,0.823,semantic,True
1433,SRC_Account_1433,TGT_Account_1433,Asset,Liability,0.994,semantic,False
1434,SRC_Account_1434,TGT_Account_1434,Equity,Liability,0.699,semantic,True
